team_a_strength,team_b_strength,toss_winner_is_a,toss_decision_bat,is_first_innings,batting_team_is_a,runs_a,wickets_a,overs_a,runs_b,wickets_b,overs_b,target,label_winner_is_a
0.35,0.41,0,1,0,1,137,2,18.0,154,6,20.0,155,0
0.35,0.41,0,1,0,1,147,2,19.0,154,6,20.0,155,0
0.35,0.41,0,1,0,1,149,2,20.0,154,6,20.0,155,0
0.58,0.42,0,0,1,1,1,0,1.0,0,0,0.0,0,1
0.58,0.42,0,0,1,1,9,0,2.0,0,0,0.0,0,1
0.58,0.42,0,0,1,1,16,0,3.0,0,0,0.0,0,1
0.58,0.42,0,0,1,1,26,0,4.0,0,0,0.0,0,1
0.58,0.42,0,0,1,1,41,0,5.0,0,0,0.0,0,1
0.58,0.42,0,0,1,1,49,0,6.0,0,0,0.0,0,1
0.58,0.42,0,0,1,1,66,0,7.0,0,0,0.0,0,1
0.58,0.42,0,0,1,1,82,0,8.0,0,0,0.0,0,1
0.58,0.42,0,0,1,1,88,0,9.0,0,0,0.0,0,1
0.58,0.42,0,0,1,1,98,0,10.0,0,0,0.0,0,1
0.58,0.42,0,0,1,1,102,0,11.0,0,0,0.0,0,1
0.58,0.42,0,0,1,1,111,0,12.0,0,0,0.0,0,1
0.58,0.42,0,0,1,1,119,0,13.0,0,0,0.0,0,1
0.58,0.42,0,0,1,1,131,0,14.0,0,0,0.0,0,1
0.58,0.42,0,0,1,1,138,0,15.0,0,0,0.0,0,1
0.58,0.42,0,0,1,1,150,0,16.0,0,0,0.0,0,1
0.58,0.42,0,0,1,1,151,0,17.0,0,0,0.0,0,1
0.58,0.42,0,0,1,1,162,0,18.0,0,0,0.0,0,1
0.58,0.42,0,0,1,1,173,0,19.0,0,0,0.0,0,1
0.58,0.42,0,0,1,1,186,0,20.0,0,0,0.0,0,1
0.58,0.42,0,0,0,0,186,0,20.0,5,0,1.0,187,1
0.58,0.42,0,0,0,0,186,0,20.0,13,0,2.0,187,1
0.58,0.42,0,0,0,0,186,0,20.0,16,0,3.0,187,1
0.58,0.42,0,0,0,0,186,0,20.0,22,0,4.0,187,1
0.58,0.42,0,0,0,0,186,0,20.0,24,0,5.0,187,1
0.58,0.42,0,0,0,0,186,0,20.0,33,0,6.0,187,1
0.58,0.42,0,0,0,0,186,0,20.0,37,1,7.0,187,1
0.58,0.42,0,0,0,0,186,0,20.0,43,2,8.0,187,1
0.58,0.42,0,0,0,0,186,0,20.0,52,2,9.0,187,1
0.58,0.42,0,0,0,0,186,0,20.0,66,2,10.0,187,1
0.58,0.42,0,0,0,0,186,0,20.0,78,3,11.0,187,1
0.58,0.42,0,0,0,0,186,0,20.0,87,3,12.0,187,1
0.58,0.42,0,0,0,0,186,0,20.0,97,3,13.0,187,1
0.58,0.42,0,0,0,0,186,0,20.0,100,3,14.0,187,1
0.58,0.42,0,0,0,0,186,0,20.0,107,4,15.0,187,1
0.58,0.42,0,0,0,0,186,0,20.0,125,4,16.0,187,1
0.58,0.42,0,0,0,0,186,0,20.0,139,4,17.0,187,1
0.58,0.42,0,0,0,0,186,0,20.0,151,4,18.0,187,1
0.58,0.42,0,0,0,0,186,0,20.0,171,4,19.0,187,1
0.58,0.42,0,0,0,0,186,0,20.0,176,4,20.0,187,1
0.59,0.62,0,1,1,0,0,0,0.0,6,0,1.0,0,1
0.59,0.62,0,1,1,0,0,0,0.0,12,0,2.0,0,1
0.59,0.62,0,1,1,0,0,0,0.0,19,0,3.0,0,1
0.59,0.62,0,1,1,0,0,0,0.0,24,0,4.0,0,1
0.59,0.62,0,1,1,0,0,0,0.0,33,0,5.0,0,1
0.59,0.62,0,1,1,0,0,0,0.0,36,1,6.0,0,1
0.59,0.62,0,1,1,0,0,0,0.0,41,2,7.0,0,1
0.59,0.62,0,1,1,0,0,0,0.0,47,2,8.0,0,1
0.59,0.62,0,1,1,0,0,0,0.0,50,2,9.0,0,1
0.59,0.62,0,1,1,0,0,0,0.0,52,2,10.0,0,1
0.59,0.62,0,1,1,0,0,0,0.0,66,2,11.0,0,1
0.59,0.62,0,1,1,0,0,0,0.0,69,2,12.0,0,1
0.59,0.62,0,1,1,0,0,0,0.0,77,2,13.0,0,1
0.59,0.62,0,1,1,0,0,0,0.0,91,2,14.0,0,1
0.59,0.62,0,1,1,0,0,0,0.0,98,2,15.0,0,1
0.59,0.62,0,1,1,0,0,0,0.0,108,3,16.0,0,1
0.59,0.62,0,1,1,0,0,0,0.0,115,3,17.0,0,1
0.59,0.62,0,1,1,0,0,0,0.0,119,3,18.0,0,1
0.59,0.62,0,1,1,0,0,0,0.0,127,3,19.0,0,1
0.59,0.62,0,1,1,0,0,0,0.0,132,3,20.0,0,1
0.59,0.62,0,1,0,1,6,0,1.0,132,3,20.0,133,1
0.59,0.62,0,1,0,1,16,1,2.0,132,3,20.0,133,1
0.59,0.62,0,1,0,1,19,1,3.0,132,3,20.0,133,1
0.59,0.62,0,1,0,1,30,1,4.0,132,3,20.0,133,1
0.59,0.62,0,1,0,1,36,1,5.0,132,3,20.0,133,1
0.59,0.62,0,1,0,1,39,1,6.0,132,3,20.0,133,1
0.59,0.62,0,1,0,1,43,1,7.0,132,3,20.0,133,1
0.59,0.62,0,1,0,1,47,1,8.0,132,3,20.0,133,1
0.59,0.62,0,1,0,1,60,1,9.0,132,3,20.0,133,1
0.59,0.62,0,1,0,1,67,1,10.0,132,3,20.0,133,1
0.59,0.62,0,1,0,1,72,1,11.0,132,3,20.0,133,1
0.59,0.62,0,1,0,1,77,1,12.0,132,3,20.0,133,1
0.59,0.62,0,1,0,1,86,1,13.0,132,3,20.0,133,1
0.59,0.62,0,1,0,1,97,1,14.0,132,3,20.0,133,1
0.59,0.62,0,1,0,1,100,1,15.0,132,3,20.0,133,1
0.59,0.62,0,1,0,1,106,2,16.0,132,3,20.0,133,1
0.59,0.62,0,1,0,1,112,3,17.0,132,3,20.0,133,1
0.59,0.62,0,1,0,1,115,3,18.0,132,3,20.0,133,1
0.59,0.62,0,1,0,1,121,3,19.0,132,3,20.0,133,1
0.59,0.62,0,1,0,1,133,3,20.0,132,3,20.0,133,1
0.43,0.4,0,0,1,1,5,0,1.0,0,0,0.0,0,1
0.43,0.4,0,0,1,1,24,0,2.0,0,0,0.0,0,1
0.43,0.4,0,0,1,1,30,0,3.0,0,0,0.0,0,1
0.43,0.4,0,0,1,1,39,2,4.0,0,0,0.0,0,1
0.43,0.4,0,0,1,1,46,4,5.0,0,0,0.0,0,1
0.43,0.4,0,0,1,1,51,4,6.0,0,0,0.0,0,1
0.43,0.4,0,0,1,1,62,4,7.0,0,0,0.0,0,1
0.43,0.4,0,0,1,1,67,4,8.0,0,0,0.0,0,1
0.43,0.4,0,0,1,1,71,4,9.0,0,0,0.0,0,1
0.43,0.4,0,0,1,1,79,4,10.0,0,0,0.0,0,1
0.43,0.4,0,0,1,1,87,4,11.0,0,0,0.0,0,1
0.43,0.4,0,0,1,1,98,4,12.0,0,0,0.0,0,1
0.43,0.4,0,0,1,1,113,4,13.0,0,0,0.0,0,1
0.43,0.4,0,0,1,1,118,4,14.0,0,0,0.0,0,1
0.43,0.4,0,0,1,1,125,4,15.0,0,0,0.0,0,1
0.43,0.4,0,0,1,1,127,4,16.0,0,0,0.0,0,1
0.43,0.4,0,0,1,1,127,5,17.0,0,0,0.0,0,1
0.43,0.4,0,0,1,1,131,5,18.0,0,0,0.0,0,1
0.43,0.4,0,0,1,1,142,5,19.0,0,0,0.0,0,1
0.43,0.4,0,0,1,1,145,5,20.0,0,0,0.0,0,1
0.43,0.4,0,0,0,0,145,5,20.0,8,0,1.0,146,1
0.43,0.4,0,0,0,0,145,5,20.0,16,0,2.0,146,1
0.43,0.4,0,0,0,0,145,5,20.0,28,0,3.0,146,1
0.43,0.4,0,0,0,0,145,5,20.0,37,0,4.0,146,1
0.43,0.4,0,0,0,0,145,5,20.0,43,0,5.0,146,1
0.43,0.4,0,0,0,0,145,5,20.0,44,0,6.0,146,1
0.43,0.4,0,0,0,0,145,5,20.0,45,0,7.0,146,1
0.43,0.4,0,0,0,0,145,5,20.0,50,0,8.0,146,1
0.43,0.4,0,0,0,0,145,5,20.0,51,0,9.0,146,1
0.43,0.4,0,0,0,0,145,5,20.0,62,0,10.0,146,1
0.43,0.4,0,0,0,0,145,5,20.0,68,0,11.0,146,1
0.43,0.4,0,0,0,0,145,5,20.0,70,1,12.0,146,1
0.43,0.4,0,0,0,0,145,5,20.0,81,1,13.0,146,1
0.43,0.4,0,0,0,0,145,5,20.0,99,1,14.0,146,1
0.43,0.4,0,0,0,0,145,5,20.0,111,1,15.0,146,1
0.43,0.4,0,0,0,0,145,5,20.0,112,2,16.0,146,1
0.43,0.4,0,0,0,0,145,5,20.0,120,3,17.0,146,1
0.43,0.4,0,0,0,0,145,5,20.0,128,3,18.0,146,1
0.43,0.4,0,0,0,0,145,5,20.0,131,3,19.0,146,1
0.43,0.4,0,0,0,0,145,5,20.0,138,4,20.0,146,1
0.35,0.58,0,0,1,1,9,0,1.0,0,0,0.0,0,0
0.35,0.58,0,0,1,1,11,0,2.0,0,0,0.0,0,0
0.35,0.58,0,0,1,1,16,0,3.0,0,0,0.0,0,0
0.35,0.58,0,0,1,1,17,0,4.0,0,0,0.0,0,0
0.35,0.58,0,0,1,1,22,0,5.0,0,0,0.0,0,0
0.35,0.58,0,0,1,1,36,0,6.0,0,0,0.0,0,0
0.35,0.58,0,0,1,1,49,0,7.0,0,0,0.0,0,0
0.35,0.58,0,0,1,1,56,0,8.0,0,0,0.0,0,0
0.35,0.58,0,0,1,1,63,0,9.0,0,0,0.0,0,0
0.35,0.58,0,0,1,1,67,0,10.0,0,0,0.0,0,0
0.35,0.58,0,0,1,1,72,0,11.0,0,0,0.0,0,0
0.35,0.58,0,0,1,1,74,0,12.0,0,0,0.0,0,0
0.35,0.58,0,0,1,1,81,1,13.0,0,0,0.0,0,0
0.35,0.58,0,0,1,1,87,1,14.0,0,0,0.0,0,0
0.35,0.58,0,0,1,1,89,1,15.0,0,0,0.0,0,0
0.35,0.58,0,0,1,1,91,2,16.0,0,0,0.0,0,0
0.35,0.58,0,0,1,1,95,2,17.0,0,0,0.0,0,0
0.35,0.58,0,0,1,1,98,2,18.0,0,0,0.0,0,0
0.35,0.58,0,0,1,1,102,2,19.0,0,0,0.0,0,0
0.35,0.58,0,0,1,1,105,3,20.0,0,0,0.0,0,0
0.35,0.58,0,0,0,0,105,3,20.0,14,0,1.0,106,0
0.35,0.58,0,0,0,0,105,3,20.0,22,0,2.0,106,0
0.35,0.58,0,0,0,0,105,3,20.0,27,0,3.0,106,0
0.35,0.58,0,0,0,0,105,3,20.0,31,1,4.0,106,0
0.35,0.58,0,0,0,0,105,3,20.0,38,1,5.0,106,0
0.35,0.58,0,0,0,0,105,3,20.0,40,1,6.0,106,0
0.35,0.58,0,0,0,0,105,3,20.0,47,2,7.0,106,0
0.35,0.58,0,0,0,0,105,3,20.0,58,2,8.0,106,0
0.35,0.58,0,0,0,0,105,3,20.0,63,2,9.0,106,0
0.35,0.58,0,0,0,0,105,3,20.0,77,2,10.0,106,0
0.35,0.58,0,0,0,0,105,3,20.0,83,2,11.0,106,0
0.35,0.58,0,0,0,0,105,3,20.0,92,3,12.0,106,0
0.35,0.58,0,0,0,0,105,3,20.0,97,3,13.0,106,0
0.35,0.58,0,0,0,0,105,3,20.0,104,3,14.0,106,0
0.35,0.58,0,0,0,0,105,3,20.0,108,3,14.17,106,0
0.57,0.53,1,1,1,1,7,0,1.0,0,0,0.0,0,1
0.57,0.53,1,1,1,1,17,0,2.0,0,0,0.0,0,1
0.57,0.53,1,1,1,1,27,1,3.0,0,0,0.0,0,1
0.57,0.53,1,1,1,1,37,1,4.0,0,0,0.0,0,1
0.57,0.53,1,1,1,1,49,1,5.0,0,0,0.0,0,1
0.57,0.53,1,1,1,1,57,1,6.0,0,0,0.0,0,1
0.57,0.53,1,1,1,1,65,1,7.0,0,0,0.0,0,1
0.57,0.53,1,1,1,1,69,1,8.0,0,0,0.0,0,1
0.57,0.53,1,1,1,1,80,1,9.0,0,0,0.0,0,1
0.57,0.53,1,1,1,1,90,1,10.0,0,0,0.0,0,1
0.57,0.53,1,1,1,1,97,1,11.0,0,0,0.0,0,1
0.57,0.53,1,1,1,1,109,1,12.0,0,0,0.0,0,1
0.57,0.53,1,1,1,1,115,1,13.0,0,0,0.0,0,1
0.57,0.53,1,1,1,1,127,1,14.0,0,0,0.0,0,1
0.57,0.53,1,1,1,1,138,1,15.0,0,0,0.0,0,1
0.57,0.53,1,1,1,1,151,1,16.0,0,0,0.0,0,1
0.57,0.53,1,1,1,1,159,1,17.0,0,0,0.0,0,1
0.57,0.53,1,1,1,1,169,1,18.0,0,0,0.0,0,1
0.57,0.53,1,1,1,1,178,1,19.0,0,0,0.0,0,1
0.57,0.53,1,1,1,1,179,1,20.0,0,0,0.0,0,1
0.57,0.53,1,1,0,0,179,1,20.0,4,1,1.0,180,1
0.57,0.53,1,1,0,0,179,1,20.0,6,1,2.0,180,1
0.57,0.53,1,1,0,0,179,1,20.0,10,1,3.0,180,1
0.57,0.53,1,1,0,0,179,1,20.0,17,1,4.0,180,1
0.57,0.53,1,1,0,0,179,1,20.0,28,1,5.0,180,1
0.57,0.53,1,1,0,0,179,1,20.0,35,1,6.0,180,1
0.57,0.53,1,1,0,0,179,1,20.0,42,1,7.0,180,1
0.57,0.53,1,1,0,0,179,1,20.0,51,2,8.0,180,1
0.57,0.53,1,1,0,0,179,1,20.0,59,2,9.0,180,1
0.57,0.53,1,1,0,0,179,1,20.0,63,4,10.0,180,1
0.57,0.53,1,1,0,0,179,1,20.0,81,4,11.0,180,1
0.57,0.53,1,1,0,0,179,1,20.0,87,4,12.0,180,1
0.57,0.53,1,1,0,0,179,1,20.0,101,4,13.0,180,1
0.57,0.53,1,1,0,0,179,1,20.0,106,6,14.0,180,1
0.57,0.53,1,1,0,0,179,1,20.0,121,6,15.0,180,1
0.57,0.53,1,1,0,0,179,1,20.0,131,7,16.0,180,1
0.57,0.53,1,1,0,0,179,1,20.0,143,9,17.0,180,1
0.57,0.53,1,1,0,0,179,1,20.0,143,10,17.33,180,1
0.54,0.64,1,1,1,1,7,0,1.0,0,0,0.0,0,1
0.54,0.64,1,1,1,1,14,0,2.0,0,0,0.0,0,1
0.54,0.64,1,1,1,1,24,0,3.0,0,0,0.0,0,1
0.54,0.64,1,1,1,1,29,0,4.0,0,0,0.0,0,1
0.54,0.64,1,1,1,1,45,0,5.0,0,0,0.0,0,1
0.54,0.64,1,1,1,1,46,0,6.0,0,0,0.0,0,1
0.54,0.64,1,1,1,1,54,0,7.0,0,0,0.0,0,1
0.54,0.64,1,1,1,1,55,0,8.0,0,0,0.0,0,1
0.54,0.64,1,1,1,1,66,0,9.0,0,0,0.0,0,1
0.54,0.64,1,1,1,1,74,0,10.0,0,0,0.0,0,1
0.54,0.64,1,1,1,1,80,1,11.0,0,0,0.0,0,1
0.54,0.64,1,1,1,1,90,2,12.0,0,0,0.0,0,1
0.54,0.64,1,1,1,1,104,2,13.0,0,0,0.0,0,1
0.54,0.64,1,1,1,1,107,3,14.0,0,0,0.0,0,1
0.54,0.64,1,1,1,1,124,3,15.0,0,0,0.0,0,1
0.54,0.64,1,1,1,1,129,3,16.0,0,0,0.0,0,1
0.54,0.64,1,1,1,1,135,3,17.0,0,0,0.0,0,1
0.54,0.64,1,1,1,1,145,3,18.0,0,0,0.0,0,1
0.54,0.64,1,1,1,1,151,3,19.0,0,0,0.0,0,1
0.54,0.64,1,1,1,1,159,4,20.0,0,0,0.0,0,1
0.54,0.64,1,1,0,0,159,4,20.0,4,0,1.0,160,1
0.54,0.64,1,1,0,0,159,4,20.0,10,0,2.0,160,1
0.54,0.64,1,1,0,0,159,4,20.0,13,0,3.0,160,1
0.54,0.64,1,1,0,0,159,4,20.0,17,1,4.0,160,1
0.54,0.64,1,1,0,0,159,4,20.0,22,1,5.0,160,1
0.54,0.64,1,1,0,0,159,4,20.0,28,1,6.0,160,1
0.54,0.64,1,1,0,0,159,4,20.0,38,1,7.0,160,1
0.54,0.64,1,1,0,0,159,4,20.0,46,1,8.0,160,1
0.54,0.64,1,1,0,0,159,4,20.0,48,1,9.0,160,1
0.54,0.64,1,1,0,0,159,4,20.0,56,1,10.0,160,1
0.54,0.64,1,1,0,0,159,4,20.0,63,1,11.0,160,1
0.54,0.64,1,1,0,0,159,4,20.0,73,1,12.0,160,1
0.54,0.64,1,1,0,0,159,4,20.0,82,1,13.0,160,1
0.54,0.64,1,1,0,0,159,4,20.0,93,1,14.0,160,1
0.54,0.64,1,1,0,0,159,4,20.0,106,1,15.0,160,1
0.54,0.64,1,1,0,0,159,4,20.0,108,3,16.0,160,1
0.54,0.64,1,1,0,0,159,4,20.0,119,4,17.0,160,1
0.54,0.64,1,1,0,0,159,4,20.0,128,4,18.0,160,1
0.54,0.64,1,1,0,0,159,4,20.0,145,4,19.0,160,1
0.54,0.64,1,1,0,0,159,4,20.0,157,4,20.0,160,1
0.56,0.36,0,0,1,1,11,1,1.0,0,0,0.0,0,1
0.56,0.36,0,0,1,1,21,1,2.0,0,0,0.0,0,1
0.56,0.36,0,0,1,1,28,1,3.0,0,0,0.0,0,1
0.56,0.36,0,0,1,1,37,1,4.0,0,0,0.0,0,1
0.56,0.36,0,0,1,1,39,2,5.0,0,0,0.0,0,1
0.56,0.36,0,0,1,1,44,2,6.0,0,0,0.0,0,1
0.56,0.36,0,0,1,1,51,3,7.0,0,0,0.0,0,1
0.56,0.36,0,0,1,1,58,6,8.0,0,0,0.0,0,1
0.56,0.36,0,0,1,1,63,6,9.0,0,0,0.0,0,1
0.56,0.36,0,0,1,1,80,6,10.0,0,0,0.0,0,1
0.56,0.36,0,0,1,1,87,7,11.0,0,0,0.0,0,1
0.56,0.36,0,0,1,1,93,7,12.0,0,0,0.0,0,1
0.56,0.36,0,0,1,1,105,7,13.0,0,0,0.0,0,1
0.56,0.36,0,0,1,1,115,7,14.0,0,0,0.0,0,1
0.56,0.36,0,0,1,1,118,7,15.0,0,0,0.0,0,1
0.56,0.36,0,0,1,1,132,7,16.0,0,0,0.0,0,1
0.56,0.36,0,0,1,1,140,7,17.0,0,0,0.0,0,1
0.56,0.36,0,0,1,1,145,7,18.0,0,0,0.0,0,1
0.56,0.36,0,0,1,1,152,7,19.0,0,0,0.0,0,1
0.56,0.36,0,0,1,1,158,7,20.0,0,0,0.0,0,1
0.56,0.36,0,0,0,0,158,7,20.0,6,0,1.0,159,1
0.56,0.36,0,0,0,0,158,7,20.0,12,0,2.0,159,1
0.56,0.36,0,0,0,0,158,7,20.0,13,1,3.0,159,1
0.56,0.36,0,0,0,0,158,7,20.0,17,2,4.0,159,1
0.56,0.36,0,0,0,0,158,7,20.0,20,2,5.0,159,1
0.56,0.36,0,0,0,0,158,7,20.0,23,2,6.0,159,1
0.56,0.36,0,0,0,0,158,7,20.0,30,3,7.0,159,1
0.56,0.36,0,0,0,0,158,7,20.0,37,3,8.0,159,1
0.56,0.36,0,0,0,0,158,7,20.0,40,3,9.0,159,1
0.56,0.36,0,0,0,0,158,7,20.0,49,3,10.0,159,1
0.56,0.36,0,0,0,0,158,7,20.0,60,3,11.0,159,1
0.56,0.36,0,0,0,0,158,7,20.0,66,3,12.0,159,1
0.56,0.36,0,0,0,0,158,7,20.0,69,4,13.0,159,1
0.56,0.36,0,0,0,0,158,7,20.0,89,5,14.0,159,1
0.56,0.36,0,0,0,0,158,7,20.0,96,6,15.0,159,1
0.56,0.36,0,0,0,0,158,7,20.0,100,7,16.0,159,1
0.56,0.36,0,0,0,0,158,7,20.0,115,7,17.0,159,1
0.56,0.36,0,0,0,0,158,7,20.0,120,7,18.0,159,1
0.56,0.36,0,0,0,0,158,7,20.0,134,7,19.0,159,1
0.56,0.36,0,0,0,0,158,7,20.0,145,7,20.0,159,1
0.39,0.45,1,1,1,1,5,0,1.0,0,0,0.0,0,0
0.39,0.45,1,1,1,1,10,0,2.0,0,0,0.0,0,0
0.39,0.45,1,1,1,1,12,0,3.0,0,0,0.0,0,0
0.39,0.45,1,1,1,1,22,0,4.0,0,0,0.0,0,0
0.39,0.45,1,1,1,1,29,0,5.0,0,0,0.0,0,0
0.39,0.45,1,1,1,1,36,0,6.0,0,0,0.0,0,0
0.39,0.45,1,1,1,1,42,0,7.0,0,0,0.0,0,0
0.39,0.45,1,1,1,1,49,0,8.0,0,0,0.0,0,0
0.39,0.45,1,1,1,1,59,1,9.0,0,0,0.0,0,0
0.39,0.45,1,1,1,1,65,1,10.0,0,0,0.0,0,0
0.39,0.45,1,1,1,1,72,1,11.0,0,0,0.0,0,0
0.39,0.45,1,1,1,1,75,1,12.0,0,0,0.0,0,0
0.39,0.45,1,1,1,1,86,1,13.0,0,0,0.0,0,0
0.39,0.45,1,1,1,1,90,1,14.0,0,0,0.0,0,0
0.39,0.45,1,1,1,1,92,1,15.0,0,0,0.0,0,0
0.39,0.45,1,1,1,1,102,2,16.0,0,0,0.0,0,0
0.39,0.45,1,1,1,1,105,2,17.0,0,0,0.0,0,0
0.39,0.45,1,1,1,1,116,2,18.0,0,0,0.0,0,0
0.39,0.45,1,1,1,1,117,2,19.0,0,0,0.0,0,0
0.39,0.45,1,1,1,1,123,2,20.0,0,0,0.0,0,0
0.39,0.45,1,1,0,0,123,2,20.0,4,0,1.0,124,0
0.39,0.45,1,1,0,0,123,2,20.0,8,0,2.0,124,0
0.39,0.45,1,1,0,0,123,2,20.0,18,0,3.0,124,0
0.39,0.45,1,1,0,0,123,2,20.0,29,0,4.0,124,0
0.39,0.45,1,1,0,0,123,2,20.0,44,0,5.0,124,0
0.39,0.45,1,1,0,0,123,2,20.0,51,0,6.0,124,0
0.39,0.45,1,1,0,0,123,2,20.0,61,0,7.0,124,0
0.39,0.45,1,1,0,0,123,2,20.0,74,0,8.0,124,0
0.39,0.45,1,1,0,0,123,2,20.0,87,0,9.0,124,0
0.39,0.45,1,1,0,0,123,2,20.0,92,1,10.0,124,0
0.39,0.45,1,1,0,0,123,2,20.0,100,1,11.0,124,0
0.39,0.45,1,1,0,0,123,2,20.0,114,1,12.0,124,0
0.39,0.45,1,1,0,0,123,2,20.0,120,2,13.0,124,0
0.39,0.45,1,1,0,0,123,2,20.0,126,2,13.33,124,0
0.38,0.51,1,0,1,0,0,0,0.0,8,0,1.0,0,0
0.38,0.51,1,0,1,0,0,0,0.0,14,0,2.0,0,0
0.38,0.51,1,0,1,0,0,0,0.0,22,0,3.0,0,0
0.38,0.51,1,0,1,0,0,0,0.0,32,0,4.0,0,0
0.38,0.51,1,0,1,0,0,0,0.0,45,0,5.0,0,0
0.38,0.51,1,0,1,0,0,0,0.0,50,0,6.0,0,0
0.38,0.51,1,0,1,0,0,0,0.0,67,0,7.0,0,0
0.38,0.51,1,0,1,0,0,0,0.0,83,0,8.0,0,0
0.38,0.51,1,0,1,0,0,0,0.0,90,0,9.0,0,0
0.38,0.51,1,0,1,0,0,0,0.0,101,1,10.0,0,0
0.38,0.51,1,0,1,0,0,0,0.0,107,1,11.0,0,0
0.38,0.51,1,0,1,0,0,0,0.0,126,1,12.0,0,0
0.38,0.51,1,0,1,0,0,0,0.0,130,1,13.0,0,0
0.38,0.51,1,0,1,0,0,0,0.0,146,1,14.0,0,0
0.38,0.51,1,0,1,0,0,0,0.0,148,1,15.0,0,0
0.38,0.51,1,0,1,0,0,0,0.0,153,1,16.0,0,0
0.38,0.51,1,0,1,0,0,0,0.0,158,1,17.0,0,0
0.38,0.51,1,0,1,0,0,0,0.0,166,2,18.0,0,0
0.38,0.51,1,0,1,0,0,0,0.0,179,2,19.0,0,0
0.38,0.51,1,0,1,0,0,0,0.0,181,2,20.0,0,0
0.38,0.51,1,0,0,1,7,0,1.0,181,2,20.0,182,0
0.38,0.51,1,0,0,1,15,1,2.0,181,2,20.0,182,0
0.38,0.51,1,0,0,1,23,1,3.0,181,2,20.0,182,0
0.38,0.51,1,0,0,1,33,1,4.0,181,2,20.0,182,0
0.38,0.51,1,0,0,1,42,1,5.0,181,2,20.0,182,0
0.38,0.51,1,0,0,1,46,1,6.0,181,2,20.0,182,0
0.38,0.51,1,0,0,1,61,2,7.0,181,2,20.0,182,0
0.38,0.51,1,0,0,1,72,2,8.0,181,2,20.0,182,0
0.38,0.51,1,0,0,1,86,3,9.0,181,2,20.0,182,0
0.38,0.51,1,0,0,1,97,3,10.0,181,2,20.0,182,0
0.38,0.51,1,0,0,1,103,3,11.0,181,2,20.0,182,0
0.38,0.51,1,0,0,1,112,3,12.0,181,2,20.0,182,0
0.38,0.51,1,0,0,1,117,3,13.0,181,2,20.0,182,0
0.38,0.51,1,0,0,1,122,3,14.0,181,2,20.0,182,0
0.38,0.51,1,0,0,1,129,3,15.0,181,2,20.0,182,0
0.38,0.51,1,0,0,1,136,4,16.0,181,2,20.0,182,0
0.38,0.51,1,0,0,1,145,4,17.0,181,2,20.0,182,0
0.38,0.51,1,0,0,1,159,5,18.0,181,2,20.0,182,0
0.38,0.51,1,0,0,1,171,5,19.0,181,2,20.0,182,0
0.38,0.51,1,0,0,1,179,5,20.0,181,2,20.0,182,0
0.36,0.52,0,1,1,0,0,0,0.0,15,0,1.0,0,0
0.36,0.52,0,1,1,0,0,0,0.0,19,1,2.0,0,0
0.36,0.52,0,1,1,0,0,0,0.0,22,1,3.0,0,0
0.36,0.52,0,1,1,0,0,0,0.0,36,1,4.0,0,0
0.36,0.52,0,1,1,0,0,0,0.0,37,1,5.0,0,0
0.36,0.52,0,1,1,0,0,0,0.0,46,1,6.0,0,0
0.36,0.52,0,1,1,0,0,0,0.0,65,1,7.0,0,0
0.36,0.52,0,1,1,0,0,0,0.0,73,1,8.0,0,0
0.36,0.52,0,1,1,0,0,0,0.0,84,1,9.0,0,0
0.36,0.52,0,1,1,0,0,0,0.0,88,1,10.0,0,0
0.36,0.52,0,1,1,0,0,0,0.0,90,1,11.0,0,0
0.36,0.52,0,1,1,0,0,0,0.0,109,1,12.0,0,0
0.36,0.52,0,1,1,0,0,0,0.0,122,1,13.0,0,0
0.36,0.52,0,1,1,0,0,0,0.0,125,3,14.0,0,0
0.36,0.52,0,1,1,0,0,0,0.0,133,3,15.0,0,0
0.36,0.52,0,1,1,0,0,0,0.0,145,3,16.0,0,0
0.36,0.52,0,1,1,0,0,0,0.0,153,3,17.0,0,0
0.36,0.52,0,1,1,0,0,0,0.0,158,3,18.0,0,0
0.36,0.52,0,1,1,0,0,0,0.0,167,3,19.0,0,0
0.36,0.52,0,1,1,0,0,0,0.0,180,4,20.0,0,0
0.36,0.52,0,1,0,1,4,0,1.0,180,4,20.0,181,0
0.36,0.52,0,1,0,1,11,1,2.0,180,4,20.0,181,0
0.36,0.52,0,1,0,1,17,1,3.0,180,4,20.0,181,0
0.36,0.52,0,1,0,1,20,2,4.0,180,4,20.0,181,0
0.36,0.52,0,1,0,1,23,3,5.0,180,4,20.0,181,0
0.36,0.52,0,1,0,1,27,3,6.0,180,4,20.0,181,0
0.36,0.52,0,1,0,1,34,6,7.0,180,4,20.0,181,0
0.36,0.52,0,1,0,1,48,6,8.0,180,4,20.0,181,0
0.36,0.52,0,1,0,1,67,6,9.0,180,4,20.0,181,0
0.36,0.52,0,1,0,1,68,6,10.0,180,4,20.0,181,0
0.36,0.52,0,1,0,1,72,6,11.0,180,4,20.0,181,0
0.36,0.52,0,1,0,1,77,7,12.0,180,4,20.0,181,0
0.36,0.52,0,1,0,1,85,7,13.0,180,4,20.0,181,0
0.36,0.52,0,1,0,1,92,8,14.0,180,4,20.0,181,0
0.36,0.52,0,1,0,1,103,8,15.0,180,4,20.0,181,0
0.36,0.52,0,1,0,1,117,9,16.0,180,4,20.0,181,0
